text,author,class,word_count,topic,sample_id
"Scattered wits take a long time picking up; and often before I had got them well together, they would be dispersed in all directions by one stray thought, that perhaps after all Miss Havisham was going to make my fortune when my time was out. If my time had run out, it would have left me still at the height of my perplexities, I dare say. It never did run out, however, but was brought to a premature end, as I proceed to relate. It was in the fourth year of my apprenticeship to Joe, and it was a Saturday night.",Dickens,human,101,The Power of Social Expectations,human_0232
"In consequence of an agreement between the sisters, Elizabeth wrote the next morning to her mother, to beg that the carriage might be sent for them in the course of the day. But Mrs. Bennet, who had calculated on her daughters remaining at Netherfield till the following Tuesday, which would exactly finish Jane's week, could not bring herself to receive them with pleasure before. Her answer, therefore, was not propitious, at least not to Elizabeth's wishes, for she was impatient to get home. Mrs. Bennet sent them word that they could not possibly have the carriage before Tuesday; and in her postscript it was added, that if Mr. Bingley and his sister pressed them to stay longer, she could spare them very well.",Austen,human,123,Gender Roles and Expectations,human_0233
"Three or four times I feebly thought I would start conversation; but whenever he saw me going to ask him anything, he looked at me with his glass in his hand, and rolling his wine about in his mouth, as if requesting me to take notice that it was of no use, for he couldn't answer. I think Miss Pocket was conscious that the sight of me involved her in the danger of being goaded to madness, and perhaps tearing off her cap, which was a very hideous one, in the nature of a muslin mop, and strewing the ground with her hair, which assuredly had never grown on her head.",Dickens,human,111,Appearance Versus Reality,human_0234
"This gave me power to keep them back and to look at her: so, she gave a contemptuous toss but with a sense, I thought, of having made too sure that I was so wounded and left me. But when she was gone, I looked about me for a place to hide my face in, and got behind one of the gates in the brewery-lane, and leaned my sleeve against the wall there, and leaned my forehead on it and cried. As I cried, I kicked the wall, and took a hard twist at my hair; so bitter were my feelings, and so sharp was the smart without a name, that needed counteraction.",Dickens,human,113,Moral Development and Redemption,human_0235
"It was a nice little dinner, seemed to me then a very Lord Mayor's Feast, and it acquired additional relish from being eaten under those independent circumstances, with no old people by, and with London all around us. This again was heightened by a certain gypsy character that set the banquet off; for while the table was, as Mr. Pumblechook might have said, the lap of luxury, being entirely furnished forth from the coffee-house, the circumjacent region of sitting-room was of a comparatively pastureless and shifty character; imposing on the waiter the wandering habits of putting the covers on the floor (where he fell over them), the melted butter in the arm-chair, the bread on the bookshelves, the cheese in the coal-scuttle, and the boiled fowl into my bed in the next room, where I found much of its parsley and butter in a state of congelation when I retired for the night.",Dickens,human,153,Moral Development and Redemption,human_0236
"Lady Catherine continued her remarks on Elizabeth's performance, mixing with them many instructions on execution and taste. Elizabeth received them with all the forbearance of civility; and at the request of the gentlemen remained at the instrument till her Ladyship's carriage was ready to take them all home. Elizabeth was sitting by herself the next morning, and writing to Jane, while Mrs. Collins and Maria were gone on business into the village, when she was startled by a ring at the door, the certain signal of a visitor. As she had heard no carriage, she thought it not unlikely to be Lady Catherine; and under that apprehension was putting away her half-finished letter, that she might escape all impertinent questions, when the door opened, and to her very great surprise Mr. Darcy, and Mr. Darcy only, entered the room.",Austen,human,139,Moral Development and Redemption,human_0237
"Mrs. Hurst and her sister allowed it to be so; but still they admired her and liked her, and pronounced her to be a sweet girl, and one whom they should not object to know more of. Miss Bennet was therefore established as a sweet girl; and their brother felt authorized by such commendation to think of her as he chose. ] Within a short walk of Longbourn lived a family with whom the Bennets were particularly intimate. Sir William Lucas had been formerly in trade in Meryton, where he had made a tolerable fortune, and risen to the honour of knighthood by an address to the king during his mayoralty.",Austen,human,111,Appearance Versus Reality,human_0238
"But there was much to be talked of, in marrying her; and the good-natured wishes for her well-doing, which had proceeded before from all the spiteful old ladies in Meryton, lost but little of their spirit in this change of circumstances, because with such a husband her misery was considered certain. It was a fortnight since Mrs. Bennet had been down stairs, but on this happy day she again took her seat at the head of her table, and in spirits oppressively high. No sentiment of shame gave a damp to her triumph. The marriage of a daughter, which had been the first object of her wishes since Jane was sixteen, was now on the point of accomplishment, and her thoughts and her words ran wholly on those attendants of elegant nuptials, fine muslins, new carriages, and servants.",Austen,human,138,The Search for Identity,human_0239
"I should certainly not have gone, but for the reference to my Uncle Provis. That, coming on Wemmick's letter and the morning's busy preparation, turned the scale. It is so difficult to become clearly possessed of the contents of almost any letter, in a violent hurry, that I had to read this mysterious epistle again twice, before its injunction to me to be secret got mechanically into my mind. Yielding to it in the same mechanical kind of way, I left a note in pencil for Herbert, telling him that as I should be so soon going away, I knew not for how long, I had decided to hurry down and back, to ascertain for myself how Miss Havisham was faring.",Dickens,human,121,Gender Roles and Expectations,human_0240
"Elizabeth, however, had never been blind to the impropriety of her father's behaviour as a husband. She had always seen it with pain; but respecting his abilities, and grateful for his affectionate treatment of herself, she endeavoured to forget what she could not overlook, and to banish from her thoughts that continual breach of conjugal obligation and decorum which, in exposing his wife to the contempt of her own children, was so highly reprehensible. But she had never felt so strongly as now the disadvantages which must attend the children of so unsuitable a marriage, nor ever been so fully aware of the evils arising from so ill-judged a direction of talents--talents which, rightly used, might at least have preserved the respectability of his daughters, even if incapable of enlarging the mind of his wife.",Austen,human,135,Social Class and Mobility,human_0241
"I had scant luggage to take with me to London, for little of the little I possessed was adapted to my new station. But I began packing that same afternoon, and wildly packed up things that I knew I should want next morning, in a fiction that there was not a moment to be lost. So, Tuesday, Wednesday, and Thursday, passed; and on Friday morning I went to Mr. Pumblechook's, to put on my new clothes and pay my visit to Miss Havisham. Mr. Pumblechook's own room was given up to me to dress in, and was decorated with clean towels expressly for the event.",Dickens,human,105,The Power of Social Expectations,human_0242
"In the first place, he must make such an agreement for tithes as may be beneficial to himself and not offensive to his patron. He must write his own sermons; and the time that remains will not be too much for his parish duties, and the care and improvement of his dwelling, which he cannot be excused from making as comfortable as possible. And I do not think it of light importance that he should have attentive and conciliatory manners towards everybody, especially towards those to whom he owes his preferment. I cannot acquit him of that duty; nor could I think well of the man who should omit an occasion of testifying his respect towards anybody connected with the family.”",Austen,human,121,The Power of Social Expectations,human_0243
"I sometimes derived an impression, from his manner or from a whispered word or two which escaped him, that he pondered over the question whether he might have been a better man under better circumstances. But he never justified himself by a hint tending that way, or tried to bend the past out of its eternal shape. It happened on two or three occasions in my presence, that his desperate reputation was alluded to by one or other of the people in attendance on him. A smile crossed his face then, and he turned his eyes on me with a trustful look, as if he were confident that I had seen some small redeeming touch in him, even so long ago as when I was a little child.",Dickens,human,128,Social Class and Mobility,human_0244
"I must confess myself surprised by your application; I did not expect it from you. Don't think me angry, however, for I only mean to let you know, that I had not imagined such inquiries to be necessary on your side. If you do not choose to understand me, forgive my impertinence. Your uncle is as much surprised as I am; and nothing but the belief of your being a party concerned would have allowed him to act as he has done. But if you are really innocent and ignorant, I must be more explicit. On the very day of my coming home from Longbourn, your uncle had a most unexpected visitor.",Austen,human,112,Social Class and Mobility,human_0245
"Were it for nothing but his love of you, I must always have esteemed him; but now, as Bingley's friend and your husband, there can be only Bingley and yourself more dear to me. But, Lizzy, you have been very sly, very reserved with me. How little did you tell me of what passed at Pemberley and Lambton! I owe all that I know of it to another, not to you.” Elizabeth told her the motives of her secrecy. She had been unwilling to mention Bingley; and the unsettled state of her own feelings had made her equally avoid the name of his friend: but now she would no longer conceal from her his share in Lydia's marriage.",Austen,human,118,Social Class and Mobility,human_0246
"The apothecary came; and having examined his patient, said, as might be supposed, that she had caught a violent cold, and that they must endeavour to get the better of it; advised her to return to bed, and promised her some draughts. The advice was followed readily, for the feverish symptoms increased, and her head ached acutely. Elizabeth did not quit her room for a moment, nor were the other ladies often absent; the gentlemen being out, they had in fact nothing to do elsewhere. When the clock struck three, Elizabeth felt that she must go, and very unwillingly said so.",Austen,human,101,Moral Development and Redemption,human_0247
"That, they were all in excellent spirits on the road home, and sang, O Lady Fair! Mr. Wopsle taking the bass, and asserting with a tremendously strong voice (in reply to the inquisitive bore who leads that piece of music in a most impertinent manner, by wanting to know all about everybody's private affairs) that he was the man with his white locks flowing, and that he was upon the whole the weakest pilgrim going. Finally, I remember that when I got into my little bedroom, I was truly wretched, and had a strong conviction on me that I should never like Joe's trade.",Dickens,human,104,The Impact of Childhood Trauma,human_0248
"Imprudent as a marriage between Mr. Wickham and our poor Lydia would be, we are now anxious to be assured it has taken place, for there is but too much reason to fear they are not gone to Scotland. Colonel Forster came yesterday, having left Brighton the day before, not many hours after the express. Though Lydia's short letter to Mrs. F. gave them to understand that they were going to Gretna Green, something was dropped by Denny expressing his belief that W. never intended to go there, or to marry Lydia at all, which was repeated to Colonel F., who, instantly taking the alarm, set off from B., intending to trace their route.",Austen,human,114,The Importance of Reputation,human_0249
"Out of such remembrances I brought into the light of the fire a half-formed terror that it might not be safe to be shut up there with him in the dead of the wild solitary night. This dilated until it filled the room, and impelled me to take a candle and go in and look at my dreadful burden. He had rolled a handkerchief round his head, and his face was set and lowering in his sleep. But he was asleep, and quietly too, though he had a pistol lying on the pillow. Assured of this, I softly removed the key to the outside of his door, and turned it on him before I again sat down by the fire.",Dickens,human,120,Family Duty and Loyalty,human_0250
"And never believe me on mine, if Pip shan't make a gentleman on you!” In vain should I attempt to describe the astonishment and disquiet of Herbert, when he and I and Provis sat down before the fire, and I recounted the whole of the secret. Enough, that I saw my own feelings reflected in Herbert's face, and not least among them, my repugnance towards the man who had done so much for me. What would alone have set a division between that man and us, if there had been no other dividing circumstance, was his triumph in my story.",Dickens,human,100,The Power of Social Expectations,human_0251
"It was soon done, and the boat was brought round to the Temple stairs, and lay where I could reach her within a minute or two. Then, I began to go out as for training and practice: sometimes alone, sometimes with Herbert. I was often out in cold, rain, and sleet, but nobody took much note of me after I had been out a few times. At first, I kept above Blackfriars Bridge; but as the hours of the tide changed, I took towards London Bridge. It was Old London Bridge in those days, and at certain states of the tide there was a race and fall of water there which gave it a bad reputation.",Dickens,human,116,Appearance Versus Reality,human_0252
"It was necessary to make this circumstance a matter of pleasure, because on such occasions it is the etiquette; but no one was less likely than Mrs. Bennet to find comfort in staying at home at any period of her life. She concluded with many good wishes that Lady Lucas might soon be equally fortunate, though evidently and triumphantly believing there was no chance of it. In vain did Elizabeth endeavour to check the rapidity of her mother's words, or persuade her to describe her felicity in a less audible whisper; for to her inexpressible vexation she could perceive that the chief of it was overheard by Mr. Darcy, who sat opposite to them.",Austen,human,114,Moral Development and Redemption,human_0253
"But he did not conceal from me that, although there might be many cases in which the forfeiture would not be exacted, there were no circumstances in this case to make it one of them. I understood that very well. I was not related to the outlaw, or connected with him by any recognisable tie; he had put his hand to no writing or settlement in my favour before his apprehension, and to do so now would be idle. I had no claim, and I finally resolved, and ever afterwards abided by the resolution, that my heart should never be sickened with the hopeless task of attempting to establish one.",Dickens,human,110,The Impact of Childhood Trauma,human_0254
"We were waiting, I supposed, for Mr. Pocket to come out to us; at any rate we waited there, and so I had an opportunity of observing the remarkable family phenomenon that whenever any of the children strayed near Mrs. Pocket in their play, they always tripped themselves up and tumbled over her, always very much to her momentary astonishment, and their own more enduring lamentation. I was at a loss to account for this surprising circumstance, and could not help giving my mind to speculations about it, until by and by Millers came down with the baby, which baby was handed to Flopson, which Flopson was handing it to Mrs. Pocket, when she too went fairly head foremost over Mrs. Pocket, baby and all, and was caught by Herbert and myself.",Dickens,human,132,The Power of Social Expectations,human_0255
"Be assured, my dear sir, that Mrs. Collins and myself sincerely sympathize with you, and all your respectable family, in your present distress, which must be of the bitterest kind, because proceeding from a cause which no time can remove. No arguments shall be wanting on my part, that can alleviate so severe a misfortune; or that may comfort you, under a circumstance that must be, of all others, most afflicting to a parent's mind. The death of your daughter would have been a blessing in comparison of this. And it is the more to be lamented, because there is reason to suppose, as my dear Charlotte informs me, that this licentiousness of behaviour in your ] daughter has proceeded from a faulty degree of indulgence; though, at the same time, for the consolation of yourself and Mrs. Bennet, I am inclined to think that her own disposition must be naturally bad, or she could not be guilty of such an enormity, at so early an age.",Austen,human,167,Appearance Versus Reality,human_0256
"But, before I proceed to narrate it, and before I pass on to all the changes it involved, I must give one chapter to Estella. It is not much to give to the theme that so long filled my heart. If that staid old house near the Green at Richmond should ever come to be haunted when I am dead, it will be haunted, surely, by my ghost. O the many, many nights and days through which the unquiet spirit within me haunted that house when Estella lived there! Let my body be where it would, my spirit was always wandering, wandering, wandering, about that house.",Dickens,human,106,Moral Development and Redemption,human_0257
"The whole family in short were properly overjoyed on the occasion. The younger girls formed hopes of coming out a year or two sooner than they might otherwise have done; and the boys were relieved from their apprehension of Charlotte's dying an old maid. Charlotte herself was tolerably composed. She had gained her point, and had time to consider of it. Her reflections were in general satisfactory. Mr. Collins, to be sure, was neither sensible nor agreeable: his society was irksome, and his attachment to her must be imaginary. But still he would be her husband. Without thinking highly either of men or of matrimony, marriage had always been her object: it was the only honourable provision for well-educated young women of small fortune, and, however uncertain of giving happiness, must be their pleasantest preservative from want.",Austen,human,137,The Importance of Reputation,human_0258
"Nor, did Miss Havisham's manner towards Estella in anywise change, except that I believed it to have something like fear infused among its former characteristics. It is impossible to turn this leaf of my life, without putting Bentley Drummle's name upon it; or I would, very gladly. On a certain occasion when the Finches were assembled in force, and when good feeling was being promoted in the usual manner by nobody's agreeing with anybody else, the presiding Finch called the Grove to order, forasmuch as Mr. Drummle had not yet toasted a lady; which, according to the solemn constitution of the society, it was the brute's turn to do that day.",Dickens,human,111,The Power of Social Expectations,human_0259
"I am not quite clear whether these articles were carried penitentially or ostentatiously; but I rather think they were displayed as articles of property, much as Cleopatra or any other sovereign lady on the Rampage might exhibit her wealth in a pageant or procession. When we came to Pumblechook's, my sister bounced in and left us. As it was almost noon, Joe and I held straight on to Miss Havisham's house. Estella opened the gate as usual, and, the moment she appeared, Joe took his hat off and stood weighing it by the brim in both his hands; as if he had some urgent reason in his mind for being particular to half a quarter of an ounce.",Dickens,human,118,Social Class and Mobility,human_0260
"His first object with her, he acknowledged, had been to persuade her to quit her present disgraceful situation, and return to her friends as soon as they could be prevailed on to receive her, offering his assistance as far as it would go. But he found Lydia absolutely resolved on remaining where she was. She cared for none of her friends; she wanted no help of his; she would not hear of leaving Wickham. She was sure they should be married some time or other, and it did not much signify when. Since such were her feelings, it only remained, he thought, to secure and expedite a marriage, which, in his very first conversation with Wickham, he easily learnt had never been his design.",Austen,human,124,Social Class and Mobility,human_0261
"It was a consequence of his hurt that he spoke so low as to be scarcely audible; therefore he spoke very little. But he was ever ready to listen to me; and it became the first duty of my life to say to him, and read to him, what I knew he ought to hear. Being far too ill to remain in the common prison, he was removed, after the first day or so, into the infirmary. This gave me opportunities of being with him that I could not otherwise have had. And but for his illness he would have been put in irons, for he was regarded as a determined prison-breaker, and I know not what else.",Dickens,human,118,Social Class and Mobility,human_0262
"These parties were acceptable to all; to avoid a family circle was even more desirable to such as did think than such as did not. Wickham's affection for Lydia was just what Elizabeth had expected to find it; not equal to Lydia's for him. She had scarcely needed her present observation to be satisfied, from the reason of things, that their elopement had been brought on by the strength of her love rather than by his; and she would have wondered why, without violently caring for her, he chose to elope with her at all, had she not felt certain that his flight was rendered necessary by distress of circumstances; and if that were the case, he was not the young man to resist an opportunity of having a companion.",Austen,human,130,Social Class and Mobility,human_0263
"They could not be untouched by his politeness; and had they drawn his character from their own feelings and his servant's report, without any reference to any other account, the circle in Hertfordshire to which he was known would not have recognized it for Mr. Darcy. There was now an interest, however, in believing the housekeeper; and they soon became sensible that the authority of a servant, who had known him since he was four years old, and whose own manners indicated respectability, was not to be hastily rejected. Neither had anything occurred in the intelligence of their Lambton friends that could materially lessen its weight.",Austen,human,106,Gender Roles and Expectations,human_0264
"Elizabeth soon perceived, that though this great lady was not in the commission of the peace for the county, she was a most active magistrate in her own parish, the minutest concerns of which were carried to her by Mr. Collins; and whenever any of the cottagers were disposed to be quarrelsome, discontented, or too poor, she sallied forth into the village to settle their differences, silence their complaints, and scold them into harmony and plenty. The entertainment of dining at Rosings was repeated about twice a week; and, allowing for the loss of Sir William, and there being only one card-table in the evening, every such entertainment was the counterpart of the first.",Austen,human,114,Appearance Versus Reality,human_0265
"But I saw that everything within my view which ought to be white, had been white long ago, and had lost its lustre and was faded and yellow. I saw that the bride within the bridal dress had withered like the dress, and like the flowers, and had no brightness left but the brightness of her sunken eyes. I saw that the dress had been put upon the rounded figure of a young woman, and that the figure upon which it now hung loose had shrunk to skin and bone. Once, I had been taken to see some ghastly waxwork at the Fair, representing I know not what impossible personage lying in state.",Dickens,human,113,Social Class and Mobility,human_0266
"As to his real character, had information been in her power, she had never felt a wish of inquiring. His countenance, voice, and manner, had established him at once in the possession of every virtue. She tried to recollect some instance of goodness, some distinguished trait of integrity or benevolence, that might rescue him from the attacks of Mr. Darcy; or at least, by the predominance of virtue, atone for those casual errors, under which she would endeavour to class what Mr. Darcy had described as the idleness and vice of many years' continuance. But no such recollection befriended her.",Austen,human,100,Appearance Versus Reality,human_0267
"Mr. Pocket had invested the Prince's treasure in the ways of the world ever since, and it was supposed to have brought him in but indifferent interest. Still, Mrs. Pocket was in general the object of a queer sort of respectful pity, because she had not married a title; while Mr. Pocket was the object of a queer sort of forgiving reproach, because he had never got one. Mr. Pocket took me into the house and showed me my room: which was a pleasant one, and so furnished as that I could use it with comfort for my own private sitting-room.",Dickens,human,101,The Impact of Childhood Trauma,human_0268
"It could not be for society, as he frequently sat there ten minutes together without opening his lips; and when he did speak, it seemed the effect of necessity rather than of choice--a sacrifice to propriety, not a pleasure to himself. He seldom appeared really animated. Mrs. Collins knew not what to make of him. Colonel Fitzwilliam's occasionally laughing at his stupidity proved that he was generally different, which her own knowledge of him could not have told her; and as she would have liked to believe this change the effect of love, and the object of that love her friend Eliza, she set herself seriously to work to find it out: she watched him whenever they were at Rosings, and whenever he came to Hunsford; but without much success.",Austen,human,130,Social Class and Mobility,human_0269
"My objections to the marriage were not merely those which I last night acknowledged to have required the utmost force of passion to put aside in my own case; the want of connection could not be so great an evil to my friend as to me. But there were other causes of repugnance; causes which, though still existing, and existing to an equal degree in both instances, I had myself endeavoured to forget, because they were not immediately before me. These causes must be stated, though briefly. The situation of your mother's family, though objectionable, was nothing in comparison of that total want of propriety so frequently, so almost uniformly betrayed by herself, by your three younger sisters, and occasionally even by your father:--pardon me,--it pains me to offend you.",Austen,human,130,Social Class and Mobility,human_0270
"The motive professed was his conviction of its being owing to himself that Wickham's worthlessness had not been so well known as to make it impossible for any young woman of character to love or confide in him. He generously imputed the whole to his mistaken pride, and confessed that he had before thought it beneath him to lay his private actions open to the world. His character was to speak for itself. He called it, therefore, his duty to step forward, and endeavour to remedy an evil which had been brought on by himself. If he had another motive, I am sure it would never disgrace him.",Austen,human,108,The Power of Social Expectations,human_0271
"The strangeness of Mr. Collins's making two offers of marriage within three days was nothing in comparison of his being now accepted. She had always felt that Charlotte's opinion of matrimony was not exactly like her own; but she could not have supposed it possible that, when called into action, she would have sacrificed every better feeling to worldly advantage. Charlotte, the wife of Mr. Collins, was a most humiliating picture! And to the pang of a friend disgracing herself, and sunk in her esteem, was added the distressing conviction that it was impossible for that friend to be tolerably happy in the lot she had chosen. ]",Austen,human,108,Social Class and Mobility,human_0272
"It was characteristic of the police people that they had all more or less suspected poor Joe (though he never knew it), and that they had to a man concurred in regarding him as one of the deepest spirits they had ever encountered. Biddy's first triumph in her new office, was to solve a difficulty that had completely vanquished me. I had tried hard at it, but had made nothing of it. Thus it was: Again and again and again, my sister had traced upon the slate, a character that looked like a curious T, and then with the utmost eagerness had called our attention to it as something she particularly wanted.",Dickens,human,112,Social Class and Mobility,human_0273
"It came out that the whole of the back of the coach had been taken by a family removing from London, and that there were no places for the two prisoners but on the seat in front behind the coachman. Hereupon, a choleric gentleman, who had taken the fourth place on that seat, flew into a most violent passion, and said that it was a breach of contract to mix him up with such villainous company, and that it was poisonous, and pernicious, and infamous, and shameful, and I don't know what else. At this time the coach was ready and the coachman impatient, and we were all preparing to get up, and the prisoners had come over with their keeper, bringing with them that curious flavour of bread-poultice, baize, rope-yarn, and hearthstone, which attends the convict presence.",Dickens,human,138,Appearance Versus Reality,human_0274
"Every hour so increased my abhorrence of him, that I even think I might have yielded to this impulse in the first agonies of being so haunted, notwithstanding all he had done for me and the risk he ran, but for the knowledge that Herbert must soon come back. Once, I actually did start out of bed in the night, and begin to dress myself in my worst clothes, hurriedly intending to leave him there with everything else I possessed, and enlist for India as a private soldier. I doubt if a ghost could have been more terrible to me, up in those lonely rooms in the long evenings and long nights, with the wind and the rain always rushing by.",Dickens,human,121,Moral Development and Redemption,human_0275
"I'll put your body in the kiln, I'd carry two such to it, on my shoulders and, let people suppose what they may of you, they shall never know nothing.” My mind, with inconceivable rapidity followed out all the consequences of such a death. Estella's father would believe I had deserted him, would be taken, would die accusing me; even Herbert would doubt me, when he compared the letter I had left for him with the fact that I had called at Miss Havisham's gate for only a moment; Joe and Biddy would never know how sorry I had been that night, none would ever know what I had suffered, how true I had meant to be, what an agony I had passed through.",Dickens,human,124,Appearance Versus Reality,human_0276
"It's stewed up together, and taken hot, and it's a nice thing for the gout, I should think!” There was something so natural and winning in Clara's resigned way of looking at these stores in detail, as Herbert pointed them out; and something so confiding, loving, and innocent in her modest manner of yielding herself to Herbert's embracing arm; and something so gentle in her, so much needing protection on Mill Pond Bank, by Chinks's Basin, and the Old Green Copper Rope-walk, with Old Barley growling in the beam, that I would not have undone the engagement between her and Herbert for all the money in the pocket-book I had never opened.",Dickens,human,112,Moral Development and Redemption,human_0277
"A certain stop that Mr. Jaggers came to in his manner he was too self-possessed to change his manner, but he could not help its being brought to an indefinably attentive stop assured me that he did not know who her father was. This I had strongly suspected from Provis's account (as Herbert had repeated it) of his having kept himself dark; which I pieced on to the fact that he himself was not Mr. Jaggers's client until some four years later, and when he could have no reason for claiming his identity. But, I could not be sure of this unconsciousness on Mr. Jaggers's part before, though I was quite sure of it now.",Dickens,human,115,Moral Development and Redemption,human_0278
"Elizabeth at first had rather wondered that Charlotte should not prefer the dining parlour for common use; it was a better sized room, and had a pleasanter aspect: but she soon saw that her friend had an excellent reason for what she did, for Mr. Collins would undoubtedly have been much less in his own apartment had they sat in one equally lively; and she gave Charlotte credit for the arrangement. From the drawing-room they could distinguish nothing in the lane, and were indebted to Mr. Collins for the knowledge of what carriages went along, and how often especially Miss De Bourgh drove by in her phaeton, which he never failed coming to inform them of, though it happened almost every day.",Austen,human,122,The Impact of Childhood Trauma,human_0279
"Thereupon, I had brought in all our hammers, one after another, but without avail. Then I bethought me of a crutch, the shape being much the same, and I borrowed one in the village, and displayed it to my sister with considerable confidence. But she shook her head to that extent when she was shown it, that we were terrified lest in her weak and shattered state she should dislocate her neck. When my sister found that Biddy was very quick to understand her, this mysterious sign reappeared on the slate. Biddy looked thoughtfully at it, heard my explanation, looked thoughtfully at my sister, looked thoughtfully at Joe (who was always represented on the slate by his initial letter), and ran into the forge, followed by Joe and me.",Dickens,human,129,Social Class and Mobility,human_0280
"It settled the matter; and they pursued the accustomed circuit; which brought them again, after some time, in a descent among hanging woods, to the edge of the water, and one of its narrowest parts. They crossed it by a simple bridge, in character with the general air of the scene: it was a spot less adorned than any they had yet visited; and the valley, here contracted into a glen, allowed room only for the stream, and a narrow walk amidst the rough coppice-wood which bordered it. Elizabeth longed to explore its windings; but when they had crossed the bridge, and perceived their distance from the house, Mrs. Gardiner, who was not a great walker, could go no farther, and thought only of returning to the carriage as quickly as possible.",Austen,human,132,Family Duty and Loyalty,human_0281
"For I had a presentiment that I should never be there again, and I felt that the dying light was suited to my last view of it. By the wilderness of casks that I had walked on long ago, and on which the rain of years had fallen since, rotting them in many places, and leaving miniature swamps and pools of water upon those that stood on end, I made my way to the ruined garden. I went all round it; round by the corner where Herbert and I had fought our battle; round by the paths where Estella and I had walked.",Dickens,human,103,Appearance Versus Reality,human_0282
"The village of Longbourn was only one mile from Meryton; a most convenient distance for the young ladies, who were usually tempted thither three or four times a week, to pay their duty to their aunt, and to a milliner's shop just over the way. The two youngest of the family, Catherine and Lydia, were particularly frequent in these attentions: their minds were more vacant than their sisters', and when nothing better offered, a walk to Meryton was necessary to amuse their morning hours and furnish conversation for the evening; and, however bare of news the country in general might be, they always contrived to learn some from their aunt.",Austen,human,110,Family Duty and Loyalty,human_0283
"Why must their marriage be private? Oh, no, no--this is not likely. His most particular friend, you see by Jane's account, was persuaded of his never intending to marry her. Wickham will never marry a woman without some money. He cannot afford it. And what claims has Lydia, what attractions has she beyond youth, health, and good humour, that could make him for her sake forego every chance of benefiting himself by marrying well? As to what restraint the apprehensions of disgrace in the corps might throw on a dishonourable elopement with her, I am not able to judge; for I know nothing of the effects that such a step might produce.",Austen,human,112,Appearance Versus Reality,human_0284
"We exchanged a cordial good-night, and I went home, with new matter for my thoughts, though with no relief from the old. Putting Miss Havisham's note in my pocket, that it might serve as my credentials for so soon reappearing at Satis House, in case her waywardness should lead her to express any surprise at seeing me, I went down again by the coach next day. But I alighted at the Halfway House, and breakfasted there, and walked the rest of the distance; for I sought to get into the town quietly by the unfrequented ways, and to leave it in the same manner.",Dickens,human,104,Social Class and Mobility,human_0285
"What I dreaded was, that in some unlucky hour I, being at my grimiest and commonest, should lift up my eyes and see Estella looking in at one of the wooden windows of the forge. I was haunted by the fear that she would, sooner or later, find me out, with a black face and hands, doing the coarsest part of my work, and would exult over me and despise me. Often after dark, when I was pulling the bellows for Joe, and we were singing Old Clem, and when the thought how we used to sing it at Miss Havisham's would seem to show me Estella's face in the fire, with her pretty hair fluttering in the wind and her eyes scorning me, often at such a time I would look towards those panels of black night in the wall which the wooden windows then were, and would fancy that I saw her just drawing her face away, and would believe that she had come at last.",Dickens,human,168,Gender Roles and Expectations,human_0286
"I dozed off, myself, in considering the question whether I ought to restore a couple of pounds sterling to this creature before losing sight of him, and how it could best be done. In the act of dipping forward as if I were going to bathe among the horses, I woke in a fright and took the question up again. But I must have lost it longer than I had thought, since, although I could recognise nothing in the darkness and the fitful lights and shadows of our lamps, I traced marsh country in the cold damp wind that blew at us.",Dickens,human,102,Gender Roles and Expectations,human_0287
"Added to that, he had a blockhead confidence in his money and in his family greatness, which sometimes did him good service, almost taking the place of concentration and determined purpose. So, the Spider, doggedly watching Estella, outwatched many brighter insects, and would often uncoil himself and drop at the right nick of time. At a certain Assembly Ball at Richmond (there used to be Assembly Balls at most places then), where Estella had outshone all other beauties, this blundering Drummle so hung about her, and with so much toleration on her part, that I resolved to speak to her concerning him.",Dickens,human,102,The Search for Identity,human_0288
"We should then be well in those long reaches below Gravesend, between Kent and Essex, where the river is broad and solitary, where the water-side inhabitants are very few, and where lone public-houses are scattered here and there, of which we could choose one for a resting-place. There, we meant to lie by all night. The steamer for Hamburg and the steamer for Rotterdam would start from London at about nine on Thursday morning. We should know at what time to expect them, according to where we were, and would hail the first; so that, if by any accident we were not taken abroad, we should have another chance.",Dickens,human,109,Social Class and Mobility,human_0289
"I recalled the hopeless circumstances by which she had been surrounded in the miserable little shop and the miserable little noisy evening school, with that miserable old bundle of incompetence always to be dragged and shouldered. I reflected that even in those untoward times there must have been latent in Biddy what was now developing, for, in my first uneasiness and discontent I had turned to her for help, as a matter of course. Biddy sat quietly sewing, shedding no more tears, and while I looked at her and thought about it all, it occurred to me that perhaps I had not been sufficiently grateful to Biddy.",Dickens,human,107,Social Class and Mobility,human_0290
"My appearance, with my arm bandaged and my coat loose over my shoulders, favoured my object. Although I had sent Mr. Jaggers a brief account of the accident as soon as I had arrived in town, yet I had to give him all the details now; and the speciality of the occasion caused our talk to be less dry and hard, and less strictly regulated by the rules of evidence, than it had been before. While I described the disaster, Mr. Jaggers stood, according to his wont, before the fire. Wemmick leaned back in his chair, staring at me, with his hands in the pockets of his trousers, and his pen put horizontally into the post.",Dickens,human,116,Gender Roles and Expectations,human_0291
